,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day,order_hour,shipping_month,shipping_day,shipping_hour,delivery_time
169,Electronics,153.96,1,2024-04-25 14:59:58.897063,2024-04-26 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,Returning,4,25,14,4,26,14,1
170,Beauty,105.16,1,2024-04-25 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,4,25,14,4,29,14,4
171,Books,306.34,3,2024-04-25 14:59:58.897063,2024-04-29 14:59:58.897063,Shipped,Debit Card,Tablet,Organic,Returning,4,25,14,4,29,14,4
172,Home,157.24,1,2024-04-25 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Debit Card,Desktop,Social,VIP,4,25,14,5,1,14,6
173,Home,314.18,3,2024-04-25 14:59:58.897063,2024-04-26 14:59:58.897063,Shipped,Credit Card,Tablet,Social,Returning,4,25,14,4,26,14,1
174,Books,157.39,1,2024-04-25 14:59:58.897063,2024-04-26 14:59:58.897063,Shipped,Google Pay,Desktop,Paid Search,Returning,4,25,14,4,26,14,1
175,Home,300.91,2,2024-04-25 14:59:58.897063,2024-04-26 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,4,25,14,4,26,14,1
176,Electronics,243.79,2,2024-04-25 14:59:58.897063,2024-04-27 14:59:58.897063,Returned,Credit Card,Tablet,Email,VIP,4,25,14,4,27,14,2
177,Electronics,86.78,1,2024-04-25 14:59:58.897063,2024-05-02 14:59:58.897063,Returned,Credit Card,Desktop,Email,Returning,4,25,14,5,2,14,7
178,Toys,325.97,3,2024-04-25 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,Returning,4,25,14,4,28,14,3
179,Toys,11.92,2,2024-04-25 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,New,4,25,14,5,2,14,7
180,Home,336.74,5,2024-04-25 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,4,25,14,5,2,14,7
181,Home,333.17,2,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Credit Card,Mobile,Social,Returning,4,26,14,4,29,14,3
182,Beauty,278.81,1,2024-04-26 14:59:58.897063,2024-04-27 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,4,26,14,4,27,14,1
183,Books,207.01,1,2024-04-26 14:59:58.897063,2024-04-27 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,4,26,14,4,27,14,1
184,Clothing,123.74,2,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Shipped,Google Pay,Tablet,Email,Returning,4,26,14,4,28,14,2
185,Toys,333.32,1,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Shipped,Debit Card,Desktop,Social,Returning,4,26,14,4,28,14,2
186,Electronics,228.71,3,2024-04-26 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,4,26,14,5,2,14,6
187,Beauty,485.65,1,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Shipped,Credit Card,Desktop,Paid Search,Returning,4,26,14,4,28,14,2
188,Books,460.32,2,2024-04-26 14:59:58.897063,2024-05-03 14:59:58.897063,Shipped,Credit Card,Desktop,Social,VIP,4,26,14,5,3,14,7
189,Clothing,223.43,2,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,4,26,14,4,28,14,2
190,Electronics,292.87,1,2024-04-26 14:59:58.897063,2024-04-27 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,4,26,14,4,27,14,1
191,Home,74.5,3,2024-04-26 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,VIP,4,26,14,4,30,14,4
192,Books,423.24,7,2024-04-26 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,4,26,14,5,2,14,6
193,Electronics,51.86,1,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Debit Card,Mobile,Social,Returning,4,26,14,4,29,14,3
194,Electronics,371.08,1,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,VIP,4,26,14,4,29,14,3
195,Beauty,67.86,4,2024-04-26 14:59:58.897063,2024-04-27 14:59:58.897063,Delivered,Debit Card,Mobile,Social,VIP,4,26,14,4,27,14,1
196,Books,305.13,2,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,VIP,4,26,14,4,29,14,3
197,Electronics,39.26,3,2024-04-26 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,VIP,4,26,14,5,1,14,5
198,Toys,242.05,2,2024-04-26 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,4,26,14,5,2,14,6
199,Beauty,294.1,3,2024-04-26 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,4,26,14,5,3,14,7
200,Beauty,362.04,1,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,4,26,14,4,29,14,3
201,Beauty,409.43,1,2024-04-26 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,4,26,14,5,1,14,5
202,Clothing,76.09,1,2024-04-26 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,4,26,14,5,1,14,5
203,Beauty,57.56,2,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,4,26,14,4,29,14,3
204,Home,321.27,2,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,Returning,4,26,14,4,28,14,2
205,Beauty,157.93,1,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,Returning,4,26,14,4,29,14,3
206,Clothing,420.56,4,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,4,26,14,4,29,14,3
207,Home,457.44,1,2024-04-26 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,4,26,14,5,3,14,7
208,Beauty,476.47,3,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,VIP,4,26,14,4,28,14,2
209,Beauty,341.9,1,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Shipped,Apple Pay,Tablet,Social,Returning,4,26,14,4,28,14,2
210,Beauty,493.89,1,2024-04-26 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,PayPal,Mobile,Email,New,4,26,14,5,1,14,5
211,Books,182.6,4,2024-04-26 14:59:58.897063,2024-04-27 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,4,26,14,4,27,14,1
212,Toys,266.0,4,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Shipped,Google Pay,Desktop,Social,VIP,4,26,14,4,29,14,3
213,Home,90.47,1,2024-04-26 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,4,26,14,4,30,14,4
214,Books,35.88,1,2024-04-26 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,4,26,14,5,2,14,6
215,Beauty,440.96,2,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,Returning,4,26,14,4,29,14,3
216,Toys,108.04,2,2024-04-26 14:59:58.897063,2024-05-03 14:59:58.897063,Pending,Credit Card,Tablet,Email,VIP,4,26,14,5,3,14,7
217,Toys,478.78,1,2024-04-26 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,PayPal,Mobile,Email,Returning,4,26,14,4,28,14,2
218,Clothing,147.89,2,2024-04-26 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,VIP,4,26,14,4,29,14,3
219,Books,42.1,3,2024-04-27 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,4,27,14,5,2,14,5
220,Home,216.97,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,4,27,14,5,1,14,4
221,Beauty,76.06,1,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,4,27,14,5,4,14,7
222,Clothing,390.99,1,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,4,27,14,5,4,14,7
223,Beauty,54.23,3,2024-04-27 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,4,27,14,4,29,14,2
224,Books,302.92,1,2024-04-27 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Tablet,Organic,New,4,27,14,4,30,14,3
225,Clothing,170.03,2,2024-04-27 14:59:58.897063,2024-04-30 14:59:58.897063,Shipped,PayPal,Tablet,Email,VIP,4,27,14,4,30,14,3
226,Toys,457.05,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,VIP,4,27,14,5,1,14,4
227,Beauty,217.89,3,2024-04-27 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,4,27,14,4,28,14,1
228,Toys,68.96,2,2024-04-27 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,Returning,4,27,14,5,2,14,5
229,Electronics,123.32,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,4,27,14,5,1,14,4
230,Home,44.28,1,2024-04-27 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,VIP,4,27,14,4,28,14,1
231,Home,86.73,2,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Debit Card,Desktop,Email,VIP,4,27,14,5,4,14,7
232,Clothing,216.11,1,2024-04-27 14:59:58.897063,2024-04-29 14:59:58.897063,Shipped,PayPal,Mobile,Organic,VIP,4,27,14,4,29,14,2
233,Beauty,493.99,3,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Returned,Google Pay,Desktop,Email,Returning,4,27,14,5,1,14,4
234,Beauty,391.46,2,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,4,27,14,5,4,14,7
235,Clothing,49.49,1,2024-04-27 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,4,27,14,5,2,14,5
236,Beauty,51.69,1,2024-04-27 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Google Pay,Mobile,Social,VIP,4,27,14,4,28,14,1
237,Beauty,363.29,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Shipped,Debit Card,Tablet,Paid Search,Returning,4,27,14,5,1,14,4
238,Beauty,77.64,4,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Shipped,PayPal,Desktop,Social,VIP,4,27,14,5,1,14,4
239,Toys,192.58,2,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,4,27,14,5,1,14,4
240,Electronics,288.46,1,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,PayPal,Desktop,Social,Returning,4,27,14,5,4,14,7
241,Beauty,195.91,1,2024-04-27 14:59:58.897063,2024-04-28 14:59:58.897063,Delivered,Debit Card,Desktop,Email,New,4,27,14,4,28,14,1
242,Books,198.63,3,2024-04-27 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,4,27,14,5,3,14,6
243,Beauty,266.54,3,2024-04-27 14:59:58.897063,2024-04-29 14:59:58.897063,Pending,Google Pay,Desktop,Paid Search,Returning,4,27,14,4,29,14,2
244,Clothing,282.51,1,2024-04-27 14:59:58.897063,2024-05-03 14:59:58.897063,Returned,Debit Card,Tablet,Paid Search,VIP,4,27,14,5,3,14,6
245,Home,294.12,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Credit Card,Tablet,Social,VIP,4,27,14,5,1,14,4
246,Books,450.33,1,2024-04-27 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,4,27,14,4,30,14,3
247,Beauty,45.86,1,2024-04-27 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,4,27,14,4,29,14,2
248,Clothing,362.3,1,2024-04-27 14:59:58.897063,2024-05-04 14:59:58.897063,Returned,Google Pay,Mobile,Social,Returning,4,27,14,5,4,14,7
249,Electronics,361.31,1,2024-04-27 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,Returning,4,27,14,5,1,14,4
250,Toys,60.56,3,2024-04-27 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,VIP,4,27,14,4,30,14,3
251,Home,48.71,1,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Shipped,Debit Card,Mobile,Organic,New,4,28,14,4,30,14,2
252,Clothing,50.7,1,2024-04-28 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,4,28,14,5,5,14,7
253,Books,198.27,1,2024-04-28 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,4,28,14,5,3,14,5
254,Home,324.26,1,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,4,28,14,5,1,14,3
255,Beauty,382.89,1,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Debit Card,Mobile,Social,Returning,4,28,14,5,1,14,3
256,Clothing,441.98,1,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,4,28,14,5,1,14,3
257,Electronics,313.99,2,2024-04-28 14:59:58.897063,2024-04-29 14:59:58.897063,Returned,Google Pay,Desktop,Social,Returning,4,28,14,4,29,14,1
258,Electronics,343.22,3,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Returned,Google Pay,Tablet,Paid Search,New,4,28,14,4,30,14,2
259,Home,201.19,1,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Email,Returning,4,28,14,5,1,14,3
260,Beauty,200.26,3,2024-04-28 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,4,28,14,5,2,14,4
261,Books,12.61,3,2024-04-28 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,Returning,4,28,14,5,5,14,7
262,Clothing,232.62,2,2024-04-28 14:59:58.897063,2024-04-29 14:59:58.897063,Shipped,Apple Pay,Desktop,Email,Returning,4,28,14,4,29,14,1
263,Electronics,268.66,2,2024-04-28 14:59:58.897063,2024-05-04 14:59:58.897063,Shipped,Credit Card,Mobile,Organic,VIP,4,28,14,5,4,14,6
264,Toys,286.93,4,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,4,28,14,4,30,14,2
265,Clothing,65.62,1,2024-04-28 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,4,28,14,5,2,14,4
266,Electronics,333.79,2,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,4,28,14,4,30,14,2
267,Home,302.6,1,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,4,28,14,4,30,14,2
268,Home,131.84,4,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Returned,Google Pay,Desktop,Email,VIP,4,28,14,4,30,14,2
269,Books,247.55,2,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Credit Card,Tablet,Email,Returning,4,28,14,5,1,14,3
270,Beauty,368.59,2,2024-04-28 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Google Pay,Tablet,Email,New,4,28,14,5,3,14,5
271,Home,243.51,1,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,Returning,4,28,14,4,30,14,2
272,Electronics,230.19,2,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Shipped,Credit Card,Desktop,Organic,Returning,4,28,14,4,30,14,2
273,Toys,375.22,2,2024-04-28 14:59:58.897063,2024-05-05 14:59:58.897063,Shipped,Google Pay,Tablet,Social,Returning,4,28,14,5,5,14,7
274,Home,385.79,2,2024-04-28 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Apple Pay,Mobile,Paid Search,VIP,4,28,14,5,5,14,7
275,Toys,435.55,5,2024-04-28 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,4,28,14,4,29,14,1
276,Home,227.06,2,2024-04-28 14:59:58.897063,2024-05-03 14:59:58.897063,Returned,Debit Card,Mobile,Paid Search,VIP,4,28,14,5,3,14,5
277,Books,261.45,1,2024-04-28 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,VIP,4,28,14,5,5,14,7
278,Clothing,58.4,3,2024-04-28 14:59:58.897063,2024-04-29 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,4,28,14,4,29,14,1
279,Clothing,315.99,3,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Shipped,Google Pay,Tablet,Paid Search,Returning,4,28,14,4,30,14,2
280,Toys,466.18,4,2024-04-28 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,4,28,14,4,30,14,2
281,Clothing,364.29,1,2024-04-28 14:59:58.897063,2024-04-29 14:59:58.897063,Shipped,Google Pay,Desktop,Email,Returning,4,28,14,4,29,14,1
282,Electronics,216.72,5,2024-04-28 14:59:58.897063,2024-05-01 14:59:58.897063,Returned,Apple Pay,Desktop,Organic,VIP,4,28,14,5,1,14,3
283,Beauty,62.75,2,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,4,29,14,5,2,14,3
284,Beauty,462.46,3,2024-04-29 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,4,29,14,5,1,14,2
285,Electronics,444.69,2,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,4,29,14,5,2,14,3
286,Home,413.93,2,2024-04-29 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,New,4,29,14,5,5,14,6
287,Clothing,102.4,1,2024-04-29 14:59:58.897063,2024-05-01 14:59:58.897063,Shipped,Apple Pay,Tablet,Email,Returning,4,29,14,5,1,14,2
288,Home,391.78,3,2024-04-29 14:59:58.897063,2024-05-06 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,Returning,4,29,14,5,6,14,7
289,Beauty,321.53,2,2024-04-29 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,Returning,4,29,14,5,4,14,5
290,Electronics,343.45,2,2024-04-29 14:59:58.897063,2024-05-06 14:59:58.897063,Pending,Apple Pay,Tablet,Paid Search,Returning,4,29,14,5,6,14,7
291,Toys,105.56,4,2024-04-29 14:59:58.897063,2024-05-06 14:59:58.897063,Shipped,Google Pay,Tablet,Social,VIP,4,29,14,5,6,14,7
292,Toys,255.69,1,2024-04-29 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,4,29,14,5,5,14,6
293,Beauty,464.12,1,2024-04-29 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,4,29,14,5,4,14,5
294,Electronics,486.97,2,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Shipped,Debit Card,Mobile,Organic,VIP,4,29,14,5,2,14,3
295,Beauty,256.33,2,2024-04-29 14:59:58.897063,2024-05-03 14:59:58.897063,Shipped,Apple Pay,Desktop,Email,Returning,4,29,14,5,3,14,4
296,Electronics,174.4,1,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Shipped,Google Pay,Mobile,Email,Returning,4,29,14,5,2,14,3
297,Clothing,422.0,3,2024-04-29 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,4,29,14,5,1,14,2
298,Home,371.29,1,2024-04-29 14:59:58.897063,2024-04-30 14:59:58.897063,Pending,PayPal,Tablet,Social,VIP,4,29,14,4,30,14,1
299,Books,178.49,2,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,Returning,4,29,14,5,2,14,3
300,Home,451.48,2,2024-04-29 14:59:58.897063,2024-04-30 14:59:58.897063,Shipped,Apple Pay,Mobile,Social,VIP,4,29,14,4,30,14,1
301,Books,14.98,2,2024-04-29 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,4,29,14,4,30,14,1
302,Clothing,259.97,1,2024-04-29 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,PayPal,Mobile,Organic,VIP,4,29,14,5,1,14,2
303,Toys,132.59,4,2024-04-29 14:59:58.897063,2024-04-30 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,4,29,14,4,30,14,1
304,Home,307.83,1,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Debit Card,Tablet,Social,Returning,4,29,14,5,2,14,3
305,Beauty,472.38,2,2024-04-29 14:59:58.897063,2024-05-03 14:59:58.897063,Shipped,PayPal,Tablet,Social,Returning,4,29,14,5,3,14,4
306,Toys,152.96,3,2024-04-29 14:59:58.897063,2024-05-06 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,4,29,14,5,6,14,7
307,Toys,150.8,1,2024-04-29 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,Credit Card,Mobile,Email,Returning,4,29,14,5,2,14,3
308,Beauty,330.28,1,2024-04-30 14:59:58.897063,2024-05-02 14:59:58.897063,Returned,PayPal,Tablet,Social,Returning,4,30,14,5,2,14,2
309,Books,253.14,4,2024-04-30 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,Returning,4,30,14,5,4,14,4
310,Books,465.41,2,2024-04-30 14:59:58.897063,2024-05-03 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,Returning,4,30,14,5,3,14,3
311,Clothing,60.1,2,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,4,30,14,5,1,14,1
312,Clothing,329.21,2,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,VIP,4,30,14,5,1,14,1
313,Clothing,231.94,1,2024-04-30 14:59:58.897063,2024-05-04 14:59:58.897063,Shipped,Apple Pay,Mobile,Organic,Returning,4,30,14,5,4,14,4
314,Books,415.34,2,2024-04-30 14:59:58.897063,2024-05-06 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,Returning,4,30,14,5,6,14,6
315,Books,185.59,2,2024-04-30 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,4,30,14,5,4,14,4
316,Electronics,193.39,1,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,4,30,14,5,5,14,5
317,Home,8.43,4,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,4,30,14,5,5,14,5
318,Clothing,345.97,3,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Credit Card,Tablet,Email,Returning,4,30,14,5,5,14,5
319,Clothing,499.85,1,2024-04-30 14:59:58.897063,2024-05-06 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,4,30,14,5,6,14,6
320,Home,397.35,2,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,4,30,14,5,5,14,5
321,Home,349.21,2,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Credit Card,Tablet,Email,VIP,4,30,14,5,5,14,5
322,Beauty,142.41,3,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,VIP,4,30,14,5,1,14,1
323,Electronics,289.12,2,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,4,30,14,5,5,14,5
324,Electronics,243.38,5,2024-04-30 14:59:58.897063,2024-05-05 14:59:58.897063,Shipped,Google Pay,Mobile,Email,Returning,4,30,14,5,5,14,5
325,Toys,93.72,1,2024-04-30 14:59:58.897063,2024-05-06 14:59:58.897063,Shipped,Credit Card,Desktop,Social,VIP,4,30,14,5,6,14,6
326,Clothing,486.02,2,2024-04-30 14:59:58.897063,2024-05-02 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,4,30,14,5,2,14,2
327,Clothing,315.52,4,2024-04-30 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,4,30,14,5,4,14,4
328,Electronics,228.6,1,2024-04-30 14:59:58.897063,2024-05-03 14:59:58.897063,Shipped,Credit Card,Desktop,Social,Returning,4,30,14,5,3,14,3
329,Clothing,479.95,2,2024-04-30 14:59:58.897063,2024-05-02 14:59:58.897063,Shipped,Debit Card,Desktop,Social,VIP,4,30,14,5,2,14,2
330,Toys,76.16,3,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,4,30,14,5,1,14,1
331,Home,347.83,1,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,4,30,14,5,1,14,1
332,Beauty,42.85,2,2024-04-30 14:59:58.897063,2024-05-06 14:59:58.897063,Shipped,Apple Pay,Desktop,Email,VIP,4,30,14,5,6,14,6
333,Home,114.12,1,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,VIP,4,30,14,5,1,14,1
334,Home,438.99,3,2024-04-30 14:59:58.897063,2024-05-01 14:59:58.897063,Shipped,Google Pay,Tablet,Social,VIP,4,30,14,5,1,14,1
335,Beauty,139.42,3,2024-04-30 14:59:58.897063,2024-05-04 14:59:58.897063,Delivered,Apple Pay,Tablet,Email,Returning,4,30,14,5,4,14,4
